"","image","user","recallCount","tasselCount","type","question.ordinal","question.elapsed","difficulty","fmax","fmean","fmedian"
"3132",31,75,4,5,2,59,10.012,1,0.886447058823529,0.761943806834831,0.767714109673444
"3133",31,76,4,5,2,4,102.636,1,0.945779303062302,0.910195299457745,0.924731182795699
"3134",31,77,1,4,2,56,9.536,1,0.78930788485607,0.687072574823209,0.684709824989892
"3135",31,8,1,5,1,62,5.913,1,0.860082901554404,0.748492543499101,0.810232004759072
"3136",31,80,4,5,2,62,37.874,1,0.90819801980198,0.78550587702503,0.775260257195346
"3137",31,81,3,5,2,5,28.887,1,0.927038626609442,0.890789095690266,0.900860452289024
"3138",31,82,2,4,2,32,61.045,1,0.946851265822785,0.878971833901433,0.894646161798125
"3139",31,83,2,5,2,27,14.913,1,0.951779758783429,0.889945148656385,0.889134561697376
"3140",31,84,3,5,2,14,20.733,1,0.909950792782941,0.843885595820854,0.828353837141183
"3141",31,85,1,5,2,16,99.587,1,0.967282687338501,0.895152300297754,0.913936750272628
"3142",31,87,4,5,2,74,18.837,1,0.951781970649895,0.900434756847031,0.900774336283186
"3143",31,89,1,4,2,7,27.955,1,0.884927683615819,0.823761247252191,0.83557567665612
"3144",31,90,3,4,2,56,10.006,1,0.924356949702542,0.840440282348329,0.825498206350241
"3145",31,91,3,5,2,70,33.583,1,0.945641838351822,0.876094835108265,0.870694522868436
"3146",31,92,3,5,2,10,33.958,1,0.956570981210856,0.826988765691747,0.797582588041747
"3147",31,94,1,5,2,71,40.245,1,0.906228790366721,0.733461154319425,0.817020764861112
"3148",31,95,3,5,2,30,17.277,1,0.87519818799547,0.813162895033233,0.813056379821958
"3149",31,96,3,5,2,68,9.14,1,0.82944906570223,0.719298630729713,0.705501618122977
"3150",31,98,1,5,2,29,12.644,1,0.917786218122626,0.886590705587943,0.887033945464663
"3151",32,1,3,7,1,41,37.108,1,0.804612220205687,0.772283136061021,0.764952941176471
"3152",32,10,1,7,1,65,583.585,1,0.94291754756871,0.846502923774929,0.904538928768636
"3153",32,101,1,8,2,33,88.492,1,0.921832884097035,0.87315939037997,0.880680539932508
"3154",32,103,0,8,2,27,55.274,1,0.925942980096826,0.874945928388487,0.869130187606595
"3155",32,104,1,7,2,41,29.822,1,0.92709247311828,0.825257303408437,0.864926220204313
"3156",32,105,3,6,2,9,23.689,1,0.753832249674902,0.462112710054919,0.406407912053228
"3157",32,106,2,8,2,2,91.646,1,0.949521304576539,0.811750676742782,0.841155029585799
"3158",32,107,1,7,2,68,29.931,1,0.896920353982301,0.818966851192509,0.869309673726388
"3159",32,109,2,6,2,45,91.092,1,0.939685941644562,0.907306386234166,0.928475064727799
"3160",32,11,3,7,1,37,50.483,1,0.958384976525822,0.87230106749042,0.880682762492981
"3161",32,110,3,7,2,7,87.143,1,0.890466030320045,0.713756722122466,0.752339363693075
"3162",32,113,0,7,2,52,22.4,1,0.876109526525955,0.820210270467984,0.819491606714628
"3163",32,114,4,9,2,49,33.434,1,0.928478190630048,0.875563467480314,0.893805309734513
"3164",32,115,1,7,2,67,14.178,1,0.913391399020142,0.803803192622623,0.855322988505747
"3165",32,116,4,7,2,64,38.438,1,0.954970172684458,0.790849680297974,0.771875
"3166",32,117,1,4,2,43,61.507,1,0.965338851526125,0.933499920702859,0.941572959255485
"3167",32,118,2,7,2,14,23.341,1,0.874742857142857,0.766593534142062,0.80553995157385
"3168",32,119,2,7,2,39,73.541,1,0.953789528795811,0.878070880575056,0.894466182224707
"3169",32,12,3,7,1,54,24.483,1,0.919502971366829,0.863292437048364,0.856350756990313
"3170",32,120,5,9,2,3,69.767,1,0.894934673366834,0.715060154660446,0.713826366559486
"3171",32,121,3,7,2,39,16.274,1,0.920474484256243,0.662693915920455,0.755444928438083
"3172",32,122,1,7,2,41,30.85,1,0.966797311271975,0.807674572431317,0.825914016489988
"3173",32,124,1,6,2,35,12.954,1,0.820338817794028,0.744305589945848,0.781034320067089
"3174",32,125,1,7,2,62,11.031,1,0.945932346723044,0.799057848910914,0.810661764705882
"3175",32,126,3,6,2,26,33.829,1,0.95033561283535,0.78503317665645,0.773426642771804
"3176",32,127,3,7,2,68,13.239,1,0.821211387038159,0.635551046704321,0.684600554785021
"3177",32,128,1,8,2,14,75.375,1,0.960487246225924,0.905054940158891,0.893608647450111
"3178",32,129,0,7,2,2,58.247,1,0.706514726507714,0.548610990493114,0.607709497206704
"3179",32,130,2,4,2,34,15.372,1,0.88547032474804,0.839963221681656,0.85106482303963
"3180",32,131,4,7,2,47,14.951,1,0.890217391304348,0.763332954437163,0.831775700934579
"3181",32,132,1,4,3,65,19.759,1,0.804657435279952,0.695026974698562,0.735109387213053
"3182",32,133,0,8,3,28,24.036,1,0.792565457897972,0.661390740013353,0.718687065368567
"3183",32,134,1,7,3,43,21.676,1,0.884939597315436,0.641758702065275,0.597676848874598
"3184",32,135,0,8,3,73,8.737,1,0.728955223880597,0.599453804469998,0.635529069767442
"3185",32,136,4,6,3,76,15.713,1,0.880179171332587,0.729106408545836,0.747253495611349
"3186",32,138,0,1,3,48,5.786,1,0.219550611790879,0.219550611790879,0.219550611790879
"3187",32,139,1,8,3,12,51.676,1,0.918334234721471,0.770108740422997,0.731992192582954
"3188",32,141,2,7,3,62,17.646,1,0.845635198135198,0.740695922167891,0.797101413644745
"3189",32,142,0,3,3,7,7.953,1,0.778867852604828,0.731835709872744,0.717613259668508
"3190",32,143,3,8,3,19,45.501,1,0.947423746701847,0.849836924842419,0.887200224971879
"3191",32,144,1,7,3,27,14.934,1,0.796626325639426,0.640523264160931,0.636363236284392
"3192",32,145,2,4,3,65,19.322,1,0.790078644888082,0.584167170084034,0.689885301867014
"3193",32,147,5,6,3,47,13.436,1,0.808814770696843,0.504028830099641,0.445884915785559
"3194",32,149,2,6,3,73,5.832,1,0.93560404470463,0.734705713742361,0.73156930900765
"3195",32,150,1,6,3,26,38.992,1,0.801330018645121,0.707045675698616,0.736679704950116
"3196",32,151,3,7,3,70,43.915,1,0.951,0.816039015108031,0.877027118644068
"3197",32,152,2,2,3,69,13.205,1,0.878923766816143,0.730242025252043,0.730242025252043
"3198",32,153,4,7,3,46,41.784,1,0.854059907834101,0.701218358822398,0.713826366559486
"3199",32,154,2,6,3,73,15.122,1,0.807476866132017,0.590460242781632,0.596427837978693
"3200",32,155,5,7,3,10,39.984,1,0.934115384615385,0.775086569538697,0.758535071384233
"3201",32,156,3,5,3,4,33.723,1,0.850574712643678,0.706588482176185,0.694516971279373
"3202",32,157,3,7,3,33,15.141,1,0.883671356218345,0.724568297159967,0.798076923076923
"3203",32,158,0,5,3,70,13.641,1,0.656816655473472,0.544555823600895,0.559045624532536
"3204",32,159,0,5,3,33,14.42,1,0.939103558151885,0.838945001313302,0.831775700934579
"3205",32,160,3,7,3,8,55.124,1,0.856410848240046,0.742552015741658,0.740346828609986
"3206",32,161,3,6,3,27,80.174,1,0.95615866388309,0.920211849215034,0.92652386114635
"3207",32,17,4,8,1,70,73.181,1,0.935493319080706,0.836018415690565,0.864064257028113
"3208",32,2,4,7,1,22,27.523,1,0.837751325869181,0.624979353974834,0.696219035202086
"3209",32,20,6,8,1,53,19.398,1,0.861047835990888,0.670229392032442,0.686802363755745
"3210",32,21,2,6,1,75,13.326,1,0.782355692307692,0.642284259123592,0.699885254501382
"3211",32,23,2,7,1,30,19.861,1,0.752169986719788,0.658422811225834,0.70774965034965
"3212",32,24,2,8,1,25,61.151,1,0.955709357030842,0.893405823128099,0.907700709994538
"3213",32,25,1,6,1,22,33.611,1,0.946990496304118,0.889809495954313,0.914974133385821
"3214",32,26,2,7,1,4,39.002,1,0.885533969679955,0.715315009263822,0.734177215189873
"3215",32,27,2,7,1,50,33.093,1,0.930768077129084,0.846560944604163,0.854492200453016
"3216",32,28,1,7,1,24,26.115,1,0.899695196024296,0.84732813671073,0.839314285714286
"3217",32,29,3,5,1,23,29.027,1,0.933901918976546,0.781948820789956,0.812858689116055
"3218",32,3,3,4,1,2,44.369,1,0.776009791921665,0.555811655083835,0.620802710826249
"3219",32,30,3,11,1,22,58.162,1,0.914998907103825,0.721787031083053,0.735583557951483
"3220",32,33,0,4,1,19,32.062,1,0.8499008168028,0.72595934151689,0.691649798715773
"3221",32,34,3,7,1,71,47.256,1,0.973832734735762,0.891764689790243,0.903508771929825
"3222",32,35,4,7,1,35,24.224,1,0.816686658506732,0.662258706255773,0.69281045751634
"3223",32,36,2,7,1,30,24.23,1,0.939554612937434,0.825855872047213,0.792999396499698
"3224",32,37,1,6,1,7,52.844,1,0.951101312335958,0.90943357406283,0.928709907975407
"3225",32,39,1,7,1,70,22.095,1,0.928499193114578,0.856811770075723,0.889837807606264
"3226",32,4,3,7,1,36,30.537,1,0.862068168688619,0.75381065955505,0.709677419354839
"3227",32,40,1,7,1,31,87.522,1,0.921832884097035,0.866616978598451,0.860144102266124
"3228",32,41,4,7,1,74,21.02,1,0.961441497659906,0.890958359087632,0.889788654060067
"3229",32,43,2,8,1,67,46.136,1,0.878189020939445,0.767962613459027,0.793614472863381
"3230",32,44,0,4,1,34,53.942,1,0.955569487983281,0.945817690271441,0.945428911311624
"3231",32,45,2,8,1,67,62.681,1,0.95666144200627,0.903233465801607,0.915401301518438
"3232",32,46,3,8,1,15,183.585,1,0.970825952626159,0.89671792382972,0.914946224877784
"3233",32,47,0,7,1,30,23.128,1,0.85623652173913,0.809781717961834,0.814447904191617
"3234",32,49,1,7,1,35,33.65,1,0.926822138635142,0.822574027919028,0.885820337777442
"3235",32,51,0,2,1,21,8.836,1,0.779851377322229,0.725686871922298,0.725686871922298
"3236",32,52,5,5,1,28,18.649,1,0.91304347826087,0.735316456913208,0.78419452887538
"3237",32,53,4,7,1,48,42.116,1,0.941845174973489,0.860696984631914,0.871968415115623
"3238",32,54,4,7,1,7,45.74,1,0.921435536294691,0.749101377107469,0.778998778998779
"3239",32,55,2,8,1,2,59.754,1,0.934990374331551,0.846177016991486,0.836528571428571
"3240",32,56,1,7,1,46,41.294,1,0.850699177438308,0.739867849576615,0.798484223300971
"3241",32,57,1,5,1,54,32.808,1,0.94850920568122,0.920200244721518,0.943699311805188
"3242",32,58,0,6,1,50,9.993,1,0.832047003525264,0.655997013405257,0.658776301044399
"3244",32,60,0,7,1,80,41.439,1,0.939982978723404,0.841781824410188,0.832808561236623
"3245",32,61,0,8,1,23,285.168,1,0.955962343096234,0.893880606882019,0.91304347826087
"3246",32,62,4,9,1,10,78.749,1,0.974852307692308,0.886883843115961,0.920086393088553
"3247",32,63,0,6,1,63,13.392,1,0.848138372093023,0.766044382383497,0.814190185959705
"3248",32,64,5,8,1,2,76.207,1,0.929909042268593,0.809900050938982,0.79258064516129
"3249",32,65,1,6,1,35,87.951,1,0.969386281588448,0.908881192752168,0.935205976520811
"3250",32,66,2,8,2,8,55.151,1,0.932186195826645,0.793899288769927,0.855308943089431
"3251",32,67,4,9,2,1,113.545,1,0.8741150997151,0.794225924468462,0.78345498783455
"3252",32,68,2,6,2,18,37.61,1,0.986828774062817,0.920938844105982,0.933862497143663
"3253",32,69,0,7,2,79,310.726,1,0.97294964028777,0.924281209060867,0.937231752797017
"3254",32,7,3,7,1,61,26.944,1,0.808817788758493,0.650411629271968,0.717126363053239
"3255",32,71,6,9,2,42,84.149,1,0.946259220231823,0.846730160951649,0.825601879036994
"3256",32,72,2,7,2,71,54.458,1,0.927291330102316,0.866055317471637,0.874693923906871
"3257",32,73,3,6,2,23,23.98,1,0.873921097770154,0.755409218619771,0.82025993481294
"3258",32,75,5,8,2,43,22.7,1,0.895027624309392,0.668645669726276,0.658618376928236
"3259",32,76,3,7,2,3,127.328,1,0.938499733617475,0.860899669425177,0.885629712999437
"3260",32,77,4,6,2,55,12.912,1,0.729886624203822,0.548500471733178,0.551608636688529
"3261",32,8,1,7,1,44,8.597,1,0.8976,0.743820723129642,0.771046391752577
"3262",32,80,4,7,2,74,67.879,1,0.951781970649895,0.832231182964756,0.824
"3263",32,81,5,8,2,19,75.863,1,0.952279265091864,0.854545108152868,0.896247240618102
"3264",32,82,3,8,2,40,174.246,1,0.927090026954178,0.840766038021935,0.871331828442438
"3265",32,83,1,5,2,59,17.927,1,0.928829032258065,0.883350053057938,0.904907988980716
"3266",32,84,3,8,2,62,13.972,1,0.933690743713216,0.820335145235038,0.857795545402627
"3267",32,85,2,8,2,18,83.261,1,0.959915625,0.856132263063238,0.917472312703583
"3268",32,87,2,6,2,76,23.505,1,0.923891774891775,0.859674651789669,0.865127609215346
"3269",32,89,0,7,2,42,11.644,1,0.853346727898967,0.774493523256345,0.758875314861461
"3270",32,90,4,7,2,62,27.455,1,0.891977641140302,0.754003329723608,0.797354179194227
"3271",32,91,2,6,2,12,40.107,1,0.958330380406462,0.85422189248518,0.890264185821715
"3272",32,92,2,7,2,37,147.644,1,0.939,0.837828349313236,0.833138856476079
"3273",32,94,2,5,2,58,45.501,1,0.877916194790487,0.801589182841271,0.8111212484994
"3274",32,95,1,3,2,76,9.503,1,0.876018099547511,0.854277270252117,0.868778280542986
"3275",32,96,0,5,2,24,10.238,1,0.834686977299881,0.708438073355443,0.665551849166062
"3276",32,98,1,5,2,48,9.565,1,0.855,0.716105679477206,0.737313593539704
"3277",33,1,2,5,1,72,14.983,2,0.90201649257834,0.841044303184875,0.838244901671352
"3278",33,10,1,5,1,50,30.429,2,0.892351820728291,0.830659535146769,0.829904381874529
"3279",33,101,0,6,2,72,23.757,2,0.93630539241858,0.824425357155647,0.899228381374723
"3280",33,103,0,6,2,57,23.346,2,0.900255130338325,0.802778316484296,0.81913644633111
"3281",33,104,2,5,2,34,13.95,2,0.868760387023335,0.82561055146842,0.837958921847533
"3282",33,105,3,7,2,59,9.885,2,0.839907192575406,0.549251789997133,0.454404945904173
"3283",33,106,3,3,2,69,24.602,2,0.805970149253731,0.688873296102873,0.690242305173543
"3284",33,107,2,6,2,75,26.588,2,0.939234449760766,0.767360076086984,0.76351263771873
"3285",33,109,3,5,2,42,39.91,2,0.936170212765957,0.899365579650255,0.91646913434694
"3286",33,11,3,5,1,38,418.491,2,0.91304347826087,0.845866795974195,0.894253264902138
"3287",33,110,2,5,2,4,29.871,2,0.790078644888082,0.754171112514515,0.78354418944826
"3288",33,113,2,6,2,18,18.572,2,0.852395147313691,0.778122649861529,0.787878787878788
"3289",33,114,3,6,2,79,24.459,2,0.865891580161476,0.810590856184886,0.831775700934579
"3290",33,115,2,5,2,23,318.701,2,0.909700493691717,0.859418132399601,0.874859567128665
"3291",33,116,1,4,2,23,28.279,2,0.874542857142857,0.814787964041391,0.842709464050361
"3292",33,117,3,4,2,17,63.008,2,0.932764140875133,0.907823619995571,0.90730088383929
"3293",33,118,3,6,2,44,13.007,2,0.846942148760331,0.701619744867629,0.741719274680994
"3294",33,119,0,6,2,64,28.614,2,0.973386748844376,0.902864216588548,0.898982202447164
"3295",33,12,2,5,1,74,26.886,2,0.884487150837989,0.827292804854439,0.836951653278015
"3296",33,120,4,6,2,34,26.636,2,0.726114649681529,0.586586450115599,0.584621643612693
"3297",33,121,2,4,2,54,9.985,2,0.851382113821138,0.768553396919962,0.810716436230054
"3298",33,122,2,5,2,27,15.983,2,0.899284534947716,0.84033610281698,0.839724488223474
"3299",33,124,2,5,2,80,38.582,2,0.864281658148779,0.771944238210297,0.791557300643282
"3300",33,125,3,5,2,6,10.771,2,0.924731182795699,0.760855642814298,0.780846415731468
"3301",33,126,2,5,2,66,24.426,2,0.820058997050148,0.783258125298147,0.786830858535098
"3302",33,127,1,6,2,29,19.6,2,0.805107692307692,0.662114609380637,0.758574654956085
"3303",33,128,1,6,2,70,22.245,2,0.966282462493533,0.862351393343335,0.823162341581171
"3304",33,129,0,5,2,50,12.297,2,0.730200398142004,0.564693210333999,0.612521597392013
"3305",33,130,2,6,2,17,25.432,2,0.894291132180703,0.793750692253223,0.79081015719468
"3306",33,131,1,7,2,17,18.178,2,0.863198177676538,0.743644804269262,0.795029887920299
"3307",33,132,1,9,3,2,39.301,2,0.744146812620734,0.658755219107013,0.658195406814564
"3308",33,133,1,6,3,22,21.458,2,0.925817789757412,0.796386746686109,0.731812377850163
"3309",33,134,0,3,3,31,7.868,2,0.799519807923169,0.735674311950172,0.735674311950172
"3310",33,135,1,7,3,78,7.399,2,0.742192660550459,0.579941768206678,0.683344305464121
"3311",33,136,3,5,3,16,98.856,2,0.855180309101317,0.823286650461844,0.832856688423368
"3312",33,138,1,1,3,27,3.389,2,0.0732177263969171,0.0732177263969171,0.0732177263969171
"3313",33,139,2,6,3,47,19.007,2,0.860557167730702,0.654379615013774,0.622181818181818
"3314",33,141,2,6,3,22,15.834,2,0.833838226482924,0.685514720437956,0.752071383046526
"3315",33,142,0,1,3,36,5.473,2,0.551558823529412,0.551558823529412,0.551558823529412
"3316",33,143,0,5,3,13,42.951,2,0.940809346787042,0.868304340024872,0.874342449177855
"3317",33,144,1,1,3,50,3.372,2,0.0676328502415459,0.0676328502415459,0.0676328502415459
"3318",33,145,3,7,3,3,19.915,2,0.755954140127389,0.544027603869728,0.527245949926362
"3319",33,147,3,4,3,49,9.486,2,0.459167950693374,0.364856928715087,0.422712933753943
"3320",33,149,2,10,3,77,7.946,2,0.728088676671214,0.634013979851012,0.646961890243902
"3321",33,150,1,5,3,29,25.305,2,0.791210858585858,0.736580818573564,0.740231225251554
"3322",33,151,2,5,3,61,15.151,2,0.843485477178423,0.76292997364899,0.748862534305157
"3323",33,152,3,3,3,51,18.353,2,0.785670916818458,0.669983076393224,0.704663212435233
"3324",33,153,3,5,3,37,35.151,2,0.873873873873874,0.812207328131502,0.821995485823529
"3325",33,154,2,5,3,67,14.845,2,0.842443534230544,0.720916003756763,0.697187520150958
"3326",33,155,1,6,3,37,7.132,2,0.69669943019943,0.561298736332102,0.562788244159759
"3327",33,156,3,5,3,79,7.004,2,0.728795811518325,0.498029050321399,0.553319181058751
"3328",33,157,2,6,3,57,19.513,2,0.827942063971032,0.708912769086172,0.690151415404872
"3329",33,158,2,6,3,18,26.98,2,0.704608695652174,0.622884402989892,0.687664041994751
"3330",33,159,0,4,3,80,9.353,2,0.910370208105148,0.836537481107288,0.850329129417064
"3331",33,160,2,5,3,50,306.56,2,0.809059765865681,0.716244203054543,0.763252640823304
"3332",33,161,4,5,3,49,40.221,2,0.950682056663169,0.910919628912002,0.921210873170581
"3333",33,17,3,6,1,61,43.713,2,0.934446933333333,0.830694267228883,0.867968072976055
"3334",33,2,4,6,1,52,201.376,2,0.815165876777251,0.723718087819593,0.766954377311961
"3335",33,20,5,6,1,68,10.977,2,0.769987699876999,0.607815100407915,0.554913294797688
"3336",33,21,1,5,1,50,17.921,2,0.64033281972265,0.532313147874229,0.530623407899711
"3337",33,23,2,4,1,50,7.343,2,0.704994326241135,0.548644112426024,0.510796723752792
"3338",33,24,3,6,1,42,53.219,2,0.924152770306616,0.898186648270218,0.900306326304107
"3339",33,25,2,5,1,74,21.731,2,0.974358974358974,0.884991869324451,0.874870562896294
"3340",33,26,3,6,1,66,25.861,2,0.976479262672811,0.855836774327322,0.87346536920435
"3341",33,27,1,6,1,14,46.241,2,0.955915271966527,0.86661478394733,0.86242214532872
"3342",33,28,1,5,1,55,12.753,2,0.895883993307306,0.844053086574066,0.869887098408838
"3343",33,29,2,4,1,58,20.071,2,0.861047835990888,0.786594440153221,0.799530791788856
"3344",33,3,2,4,1,22,17.817,2,0.779743746186699,0.701585956064801,0.716534919486323
"3345",33,30,2,10,1,70,41.067,2,0.924740301724138,0.775530094961325,0.693664271717831
"3346",33,33,2,6,1,47,59.543,2,0.634447058823529,0.555694401715313,0.613245993031359
"3347",33,34,3,6,1,66,33.34,2,0.947368421052632,0.898650428066511,0.895027624309392
"3348",33,35,4,5,1,74,11.642,2,0.893805309734513,0.630427667641739,0.591557657088071
"3349",33,36,3,5,1,22,6.555,2,0.719590268886044,0.563669541448554,0.567543948454086
"3350",33,37,1,3,1,75,19.163,2,0.946315567282322,0.92477393800396,0.936039487726788
"3351",33,39,1,6,1,42,15.82,2,0.797355,0.570021751884672,0.678710413694722
"3352",33,4,1,6,1,46,15.88,2,0.915383777898748,0.807530329677139,0.780114869176771
"3353",33,40,1,5,1,33,55.075,2,0.922050783360346,0.861145452081725,0.866893653186795
"3354",33,41,2,5,1,3,20.519,2,0.928762720942689,0.870750604941419,0.894053354898905
"3355",33,43,3,6,1,66,12.715,2,0.83321175764847,0.674732918561436,0.678122934567085
"3356",33,44,3,5,1,10,316.075,2,0.987341772151899,0.933131735444037,0.925593144096241
"3357",33,45,2,6,1,74,21.063,2,0.917748917748918,0.773933573034622,0.810348977135981
"3358",33,46,0,5,1,74,33.974,2,0.929068242880172,0.899136657421684,0.919430048860509
"3359",33,47,0,4,1,65,14.826,2,0.913139116202946,0.853280353327771,0.873949697776867
"3360",33,49,2,5,1,51,20.438,2,0.816510067114094,0.738357278403991,0.774944512946979
"3361",33,51,3,4,1,44,13.775,2,0.585572842998586,0.471578653435836,0.486491286710173
"3362",33,52,2,5,1,10,13.23,2,0.708398644067797,0.639728002751132,0.635988737484002
"3363",33,53,4,5,1,2,426.952,2,0.932194340630005,0.851046248849018,0.876200192940012
"3364",33,54,2,5,1,74,19.277,2,0.827888955944478,0.700033983947751,0.722500514960082
"3365",33,55,2,5,1,77,12.963,2,0.821449616971125,0.774272703461812,0.792270860218165
"3366",33,56,3,6,1,27,40.952,2,0.749218261413383,0.665863714154656,0.680168302945302
"3367",33,57,1,5,1,3,49.064,2,0.944033790918691,0.928085667020744,0.925530186271104
"3368",33,58,1,6,1,22,10.253,2,0.846219130434782,0.664762928999768,0.73891677675033
"3370",33,60,0,7,1,73,10.942,2,0.915605895196507,0.821671027691551,0.829643705463183
"3371",33,61,2,5,1,6,23.319,2,0.890122086570477,0.868192354726015,0.868357711175446
"3372",33,62,2,6,1,61,19.45,2,0.850259541984733,0.763418948216007,0.780487804878049
"3373",33,63,1,9,1,61,88.309,2,0.802388059701493,0.663634083689966,0.605101214574899
"3374",33,64,3,6,1,58,15.497,2,0.885140301844606,0.593275852786942,0.584571832979476
"3375",33,65,3,5,1,69,33.87,2,0.8558352402746,0.815706291902389,0.824227427975362
"3376",33,66,4,6,2,71,11.17,2,0.8998899889989,0.798215685605219,0.831775700934579
"3377",33,67,3,5,2,20,30.695,2,0.921251348435814,0.807506705744159,0.805429403937078
"3378",33,68,2,5,2,13,20.801,2,0.868860759493671,0.851259002433569,0.850464983610868
"3379",33,69,2,5,2,13,43.028,2,0.963193364437532,0.947909816935145,0.947556284984856
"3380",33,7,3,8,1,51,23.886,2,0.858886597938144,0.657427762093021,0.646820027063599
"3381",33,71,3,5,2,51,57.514,2,0.884269273743017,0.83462649516456,0.833178959518218
"3382",33,72,1,5,2,55,23.961,2,0.918918918918919,0.863189565974277,0.880379199263691
"3383",33,73,0,6,2,36,46.969,2,0.885315466219989,0.733843451072282,0.753416883116883
"3384",33,75,4,6,2,60,13.107,2,0.868567859170926,0.670403875132311,0.593530239099859
"3385",33,76,1,4,2,11,64.998,2,0.887033945464663,0.859846238275697,0.87059943019943
"3386",33,77,3,8,2,50,16.029,2,0.701298701298701,0.550383062944384,0.513517544470186
"3387",33,8,2,7,1,4,10.091,2,0.752499667774086,0.688070876679713,0.679037685060565
"3388",33,80,2,5,2,32,50.466,2,0.918837310195228,0.777258073863348,0.750835197547114
"3389",33,81,2,3,2,50,25.272,2,0.932194340630005,0.865518230898297,0.87260428410372
"3390",33,82,4,6,2,7,376.895,2,0.961038961038961,0.901906482535968,0.931052912880812
"3391",33,83,1,5,2,39,18.683,2,0.940616365568544,0.879250358250425,0.874598539722584
"3392",33,84,2,6,2,45,13.269,2,0.876617297908423,0.76921003157263,0.74450721908349
"3393",33,85,2,6,2,4,134.743,2,0.902305159165752,0.825486460933468,0.82903981264637
"3394",33,87,1,6,2,31,35.625,2,0.957447807933194,0.88578517641958,0.886915216170691
"3395",33,89,2,7,2,77,18.218,2,0.829998795180723,0.750973264721989,0.751851753805427
"3396",33,90,1,7,2,69,17.686,2,0.908939377389405,0.807008939251888,0.81978463399879
"3397",33,91,2,5,2,48,24.054,2,0.873238149628784,0.819934410652232,0.822301636304293
"3398",33,92,3,6,2,8,13.8,2,0.880682762492981,0.752328993368905,0.755444928438083
"3399",33,94,2,4,2,55,23.99,2,0.90725550660793,0.83024988352712,0.82839940648955
"3400",33,95,2,4,2,27,9.31,2,0.825316926770708,0.678550780861424,0.659239381396821
"3401",33,96,2,6,2,8,10.965,2,0.730027247956403,0.62950568978317,0.670860534124629
"3402",33,98,0,5,2,17,9.569,2,0.830844951923077,0.768350138688752,0.775512938356513
"3403",34,1,2,5,1,42,32.293,2,0.903508771929825,0.838011149528753,0.868919045778679
"3404",34,10,1,5,1,53,30.063,2,0.955613577023499,0.883958405828606,0.873033280321796
"3405",34,101,5,6,2,4,68.587,2,0.986315255955398,0.892654949132748,0.901702361339923
"3406",34,103,4,6,2,53,36.495,2,0.922994076467421,0.886843230075833,0.920086393088553
"3407",34,104,3,5,2,73,13.689,2,0.901702361339923,0.868391866367656,0.876251324202305
"3408",34,105,2,4,2,65,5.931,2,0.787143723468769,0.721490558545575,0.752843770599868
"3409",34,106,3,4,2,56,17.958,2,0.813760379596679,0.772814329638201,0.78345498783455
"3410",34,107,2,5,2,73,12.767,2,0.935538954108858,0.886638107671151,0.883207489298849
"3411",34,109,3,6,2,8,100.406,2,0.986315255955398,0.967068630528774,0.973148433487417
"3412",34,11,4,6,1,7,108.428,2,0.980112187659357,0.935813089449566,0.93446989877464
"3413",34,110,1,5,2,55,12.023,2,0.772369913686806,0.715979062347543,0.722973724954747
"3414",34,113,2,6,2,8,36.879,2,0.940677966101695,0.893993099456471,0.898486366165832
"3415",34,114,2,6,2,70,22.977,2,0.944033790918691,0.90168585914062,0.916958265582656
"3416",34,115,3,4,2,12,21.856,2,0.868778280542986,0.81167896930034,0.824911868390129
"3417",34,116,1,5,2,5,136.461,2,0.96100103950104,0.85654750603935,0.858663779470086
"3418",34,117,3,5,2,20,130.885,2,0.969454639175258,0.960668731834287,0.961544527283045
"3419",34,118,0,5,2,49,20.056,2,0.892635754189944,0.800545982317387,0.7773355254483
"3420",34,119,1,6,2,56,50.432,2,0.982898270600203,0.963604492729927,0.97791717791411
"3421",34,12,3,5,1,62,12.663,2,0.959143303804065,0.851093195074691,0.822135121940395
"3422",34,120,3,5,2,27,39.829,2,0.907785323110624,0.78640407819124,0.755047810348796
"3423",34,121,2,6,2,40,38.483,2,0.911486057955167,0.827703911946623,0.800239952009598
"3424",34,122,0,5,2,47,18.323,2,0.920746203904555,0.861099661526734,0.867267415874058
"3425",34,124,0,5,2,73,16.742,2,0.888773259052925,0.833044313990575,0.87475548525225
"3426",34,125,2,5,2,27,19.029,2,0.897983434566538,0.78544894609761,0.762931815937593
"3427",34,126,2,8,2,36,64.665,2,0.911067907995619,0.704527504082452,0.892580287929125
"3428",34,127,1,5,2,80,7.571,2,0.746324359816152,0.660006712343947,0.664899269566804
"3429",34,128,1,6,2,67,25.783,2,0.970545829042224,0.949416272765159,0.949579831932773
"3430",34,129,0,6,2,8,42.463,2,0.716997943797121,0.624811576387714,0.661294325339147
"3431",34,130,0,5,2,76,11.43,2,0.915952251763429,0.834465055067988,0.823207360460049
"3432",34,131,4,6,2,21,30.257,2,0.875140607424072,0.830670007596491,0.83855981416957
"3433",34,132,1,5,3,22,26.444,2,0.838764397905759,0.630817377533815,0.648704169017977
"3434",34,133,0,6,3,78,9.742,2,0.898781979977753,0.765971892106316,0.7677385377943
"3435",34,134,0,4,3,42,11.581,2,0.85715034965035,0.771581566333577,0.798076923076923
"3436",34,135,0,7,3,6,14.887,2,0.801858866103739,0.658359427895525,0.666666666666667
